Page, BounceRate
wdrake.com,0.25
PoolProducts.com,0.0
luxsci.com,0.0
milkhoneyland.com,0.0
kentuckyspeedway.com,0.0
gayhankies.com,0.0
jcwhintey.com,0.0
faoschwartz.com,0.0
ridersandals.com,0.0
groovygirls.com,0.0
macway.com,0.0
fragrancemist.com,0.0
leroymerlin.fr,0.0
calphalon.com,0.0
landsend1.com,0.0
promotionalpencils.biz,0.0
airsoftatlanta.com,0.2
instantcert.com,0.5
annaslinens.com,0.5
gameinformer.com,0.0
craftsetc.com,0.0
pcpandora.com,0.0
piratesdinneradventure.com,0.0
globalreplicashop.com,0.0
kharmaloop.com,0.0
circaretro.etsy.com,0.0
rossstores.com,0.5
prsa.org,0.0
mcallenphoto.com,0.0
thevermontcountrystore.com,0.0
obubutea.com,0.0
ustoy.com,0.0
jeans-fashion-shop.com,0.0
nationready.com,0.0
gifttree.com,0.0
baseballwarehouse.com,0.0
poptarts.com,0.0
sermonspice.com,0.0
sinrex.com,0.0
twloha.freeshipping.zambooie.com,0.0
discovery.com,0.5
sacbee.com,0.0
doctorsplash.com,0.0
affiliates.tamilrockers.com,0.0
giggletimetoys.com,0.5
jms.com,0.3
superlamb.com,0.0
jackthreads.com,0.0
blogs.www.eliteqdecoration.com,0.0
dacardworld.com,0.25
newyorkerstore.com,0.0
gaiam.com,0.0
bonobos.com,0.5
rhino51.com,1.0
giftaria.com,0.0
c21stores.com,0.0
mggolf.com,0.0
jaynajames.net,0.0
codycummings.com,0.0
poconoraceway.com,0.0
kolobags.com,0.0
larakent.com,0.0
desertsuntanning.com,0.0
pen-paper.net,0.0
ebonyline.com,0.5
margaritavillecargo.com,0.0
teadistrict.com,0.0
radebaugh.com,0.0
ibariatric.com,0.0
rappelz.gpotato.com,0.25
idevspot.com,0.0
poolfloatsmart.com,0.0
freewebs.com,0.0
finejewelers.com,0.0
electricboutique.com,0.0
vacationhomerentals.com,0.0
memagazineonline.com,0.0
foodireland.com,0.0
mannhobby.com,0.0
oreck.com,0.5
r4ibuy.com,0.0
wishlist.com.au,0.0
hickoryfarms.ca,0.0
wolfcamera.com,0.0
netrition.com,1.0
giltycouture.com,0.0
onlinekeystore.com,0.0
clutterdiet.com,0.0
reflectionsofdance.com,1.0
atomicwings.com,0.5
gbyguess.com,0.5454545454545454
308leapstatue.spcdartboards.com,0.0
feedingisbelieving.com,0.0
crabplace.com,0.5
easyjet.com,0.5
dells.com,0.0
homevillage.us,0.0
lightingheadquarters.com,0.0
kerastase-usa.com,0.0
bulborama.com,0.0
southwestwheel.com,0.0
ornamentshop.com,0.3333333333333333
costumealibi.com,0.0
seaworldsanantonio.com,0.0
splits59.com,0.0
celebrateexpress.com,0.38461538461538464
garrafon.com,0.0
mylocker.net,1.0
glutenfree.com,0.0
mexicanpantry.com,0.0
gracieacademy.com,0.0
forbes.com,0.0
finegardenproducts.com,0.0
fantasyfootballpower.com,0.0
melodiesaboutme.com,0.0
piggypaint.com,0.0
usa.frenchconnection.com,0.5
internet.bs,0.3333333333333333
workngear.com,0.0
cintiolimusiconline.com,0.0
spam.la,0.0
photo2.wallgreens.com,0.5
iabc.com,0.0
spintop-games.com,0.0
flags.com,0.0
nmlbeefjerky.com,0.0
littlewoods.co.uk,0.0
redcats.com,0.0
pooltables.com,0.0
gilchristsoames.com,0.0
destination-india-holidays.weebly.com,0.0
bird-supplies.net,1.0
heb-preschool.com,0.0
mrsfields.com,0.0
quicken.intuit.com,0.125
mysimpleindulgence.com,0.0
thedenimshop.com,0.0
opticsplanet.com,0.3333333333333333
bambinodirect.co.uk,0.0
littlecaesars.com,0.375
whitakerbrothers.com,0.0
cavalia.net,0.0
familychristianstores.com,0.0
arcsoft.com,0.0
wrightstuff.biz,0.0
babyage.co,0.0
bmlbasic.com,0.0
mauishirts.com,0.0
lloydssoccer.com,0.0
morethancandles.com,1.0
federalreserve.gov,0.0
crazydogshirts.com,0.0
limogesjewelry.com,0.0
arthritissupplies.com,0.0
dominos.ie,0.0
cellpower.com,0.5
blankdogtag.com,0.0
bellcanada.ca,0.0
curlmart.com,0.0
sx.graphics.tutpub.com,0.0
dancedistributors.com,0.0
800dnaexam.com,1.0
spuruonemporium.com,0.0
unclegraveyard.com,0.0
kitchenknifepro.com,1.0
bealls.com,0.0
dominos.ca,0.21739130434782608
drpepper.com,0.0
goodvibes.com,0.0
kittyandthegirls.com,0.0
foxdenlane.com,0.0
ravelry.com,0.0
shopsafco.com,1.0
naturallifestyle.net,1.0
gmaccessoriesstore.com,0.0
rockcreek.com,0.0
thedigitaloasis.com,0.5
romanticwings.com,0.0
link.members.eyeslipsface.com,0.0
magellangps.com,0.5
inweddingdress.com,0.0
letstalk.ca,0.0
1800balloons.com,0.0
smithmicro.com,0.0
gurlzrule.net,0.0
deezermedia.com,0.0
safaribooksonline.com,0.2
starbucksstore.com,0.0
justonecup.com,0.0
mblife.com,0.0
cjhomeandoffice.com,0.0
donedirtcheap.com.au,0.0
best-art-online.com,0.0
shop.rochebros.com,0.0
lionscopetproducs.com,0.0
insectlore.com,0.0
hammocksandhightea.com,0.0
natlallergy.com,0.0
muckbootsonline.com,0.0
myphotofun.nl,0.0
pesihealthcare.com,0.5
kosza.com,0.0
bathroomfanexperts.com,0.0
jbdjevents.com,0.0
cooks.com,0.0
goape.co.uk,0.0
fizber.com,0.0
ticketfly.com,1.0
writemypapers.org,0.0
musictogether.com,0.0
shabbychic.com,0.0
zagat.com,1.0
sperrysoftware.com,0.0
eileenshields.com,0.0
birthdayexpress.com,0.0
tulipworld.com,0.0
umbrellasource.com,0.0
timberland-home.com,0.0
free.manhunt.net,0.2
jiffylubeoregon.com,0.0
christianmingle.com,0.0
proshopcache.patriots.com,0.0
letsdancedjs.makesparties.com,0.0
shafiq.pk,0.0
igigi.com,0.0
hw-eppingen.de,0.0
caswellmassey.com,0.5
cashu.com,0.0
seedman.com,0.0
halloween-mall.com,0.5
limegreencatalog.com,0.0
ticketsnow.com,0.25
authenticjobs.com,0.0
manhattanportage.com.au,0.0
laithwaites.co.ukdebenhams,0.0
mikasa.com,0.0
calltrunk.com,0.5
800petmeds.com,0.5
parking.com,0.0
tefal.nl,0.0
smartmoneyclip.com,0.0
mpartworks.com,1.0
zenfolio.com,0.42857142857142855
lightake.com,0.0
sisuboutique.com,0.5
store.sansdigital-shop.com,0.0
urbanloftart.com,0.0
newdirectionsaromatics.com,0.0
allusaclothing.com,0.0
wicomicorecandparks.org,0.0
store.griffintechnology.com,0.5
t35.com,0.0
mompack.com,0.0
jrakeliquidationsale.com,0.0
sperry.com,0.0
townshoes.com,0.0
southernbellestore.com,0.0
grainger.com,0.5
puma.com,0.3157894736842105
fatburger.com,0.0
marketiva.com,0.3333333333333333
berenshoes.com,1.0
claro.com.uy,0.0
austinkayak.com,0.5
alhamapsicologos.com,0.0
walldecorandhomeaccents.com,1.0
catchupcoverall.com,0.0
juju-beanz.com,0.0
backpage.com,0.0
myincipio.com,1.0
nijhasplace.com,1.0
menchies.com,0.0
kelinsplace.com,0.0
firmdirect.com,0.0
internationaldrugmart.com,0.0
martingifts.biz,0.0
flyporter.com,0.2
ddfskincare.com,0.0
michebag.com,0.4
tinydeal.com,0.0
healthspannetwork.com,0.0
drannek.com,1.0
amerimark.com,0.1111111111111111
odnoklassniki.ru,0.0
streamline-systems.net,0.0
thermos.com,0.0
uniformcity.com,0.3
dknyjeans.com,0.0
travelsmith.com,0.4444444444444444
jessicasimpsoncollection.com,0.0
mediapawnshop.com,0.0
grandmascookies.com,0.0
duga.jp,1.0
kokokahn.com,0.0
thankyou.com,0.0
gamerforcash.com,1.0
mysticalaromas.com,0.0
deadseawonders.net,0.0
vitaminshoppe.com,0.30303030303030304
ninashoes.com,0.5
lingeriecanada.com,0.0
nobetterdeal.com,0.0
belmontnh.org,0.0
threadless.com,0.3333333333333333
tinysoles.com,0.0
spacecamp.com,1.0
bytheseadecor.com,0.0
dhl-usa.com,0.0
essentialapparel.com,0.25
anslemongrassgrille.com,0.0
disneyworld.disney.cheapsocialfans.com,0.0
cancun.bookit.com,1.0
subscriptionaddiction.com,0.5
j.ransom,0.0
volusion.com,1.0
gadgetgear.com.au,0.0
peternorthdvd.com,0.0
mervyns.com,0.0
shopunitee.com,0.0
frenchtoastuniforms.com,0.0
artistcraftsman.com,0.0
pacificcoast.com,1.0
pcmacsa.com,0.0
secure.checksinthemail.com,0.0
equivameds.com,0.0
nicolelaurenjewelry.com,0.0
powerfinders.com,0.0
212areacode.com,0.5
crystalynkae.com,0.0
charbroil.com,0.5
sneakypetesinc.com,0.0
fibergourmet.com,0.5
thebudostore.com,0.0
superduperinc.com,0.0
guppieboutique.com,0.0
poochpad.com,0.0
marinerslearningsystem.com,0.5
domainerscript.com,0.0
breyerhorses.com,0.0
fizzionclean.com,1.0
cubefans.com,0.0
yourdreamdress.com,0.0
foldingmagic.com,0.0
grahamwhite.us.com,0.0
mercantila.com,0.0
magazinedealsnow.com,0.0
captainpickem.com,0.0
hotwire.com,0.25
impactguns.com,0.0
gobostoncard.com,0.0
visualmediapro.com,0.0
hbos.co.uk,0.0
accstation.com,0.0
xxxposedonline.com,0.0
experthost.com,0.0
stylinonline.stores.yahoo.net,0.0
divadiamonds.com,0.0
seaworld.com,0.1891891891891892
opodo.co.uk,0.5
cincinnatizoo.org,0.0
arborteas.com,1.0
click2ink.com,0.0
qubits.com,0.0
prettyimpress.com,1.0
krazyforpets.com,0.0
waterford.com,0.0
wow-gold-team.com,0.0
tixspark.com,0.0
mikeloda.safeshopper.com,0.0
agacistore.com,0.25
securechecks.com,0.0
anntaylor.com,0.3783783783783784
standuplive.com,0.0
momentsofelegance.com,0.0
audiospares.com,0.0
hobbycity.com,0.0
skinrxclinic.com,0.0
del-mart.com,0.0
modmami.com,0.0
naturinolosgatos.com,0.0
partnershop.philips.com,0.0
paulfredrick.com,0.0
harahs.com,0.0
budget.ca,0.0
mycountrygiftshop.com,0.0
rogersmith.com,0.0
smsglobal.com,0.0
home.corbine.ru,0.0
iberostar.com,0.0
glassesdirect.com,0.0
chipkos.com,0.0
lazymansmillions.com,0.0
weddingchannelstore.com,0.0
bigbrandwheels.com,0.0
urthchild.com,0.0
ohbaby.com,0.0
mrsprindables.com,0.0
lotdhosting.com,0.0
travelocity.ca,0.0
shop.cosplay.com,0.0
thecompanystore.com,0.34375
eurostylelighting.com,0.0
cayennepaper.com,0.0
filelist.ro,1.0
blogs.austinautoglassrepair.info,0.0
bakersshoes.com,0.35294117647058826
lifeisgood.com,0.3333333333333333
viavacance.nl,0.0
expressionery.com,0.3333333333333333
youcanmakethis.com,0.5
nick.com,0.0
excel-equipment.com,1.0
sportsbasement.com,0.25
supplementwarehouse.com,0.3333333333333333
megatraffix.com,0.0
diamondzul.com,0.0
stainsolver.com,0.0
sangod.com,0.0
completebusinesssystems.com,0.0
jackpotcapital.com,0.0
afterglowcosmetics.com,0.0
kondomkungen.se,0.0
barnesandnoble.com,0.16363636363636364
namespro.ca,0.0
atlantafest.com,1.0
store.microsoft.com,0.3076923076923077
skincareheaven.com,0.0
edelbrock.com,0.5
pfeiffer.com,0.0
suitsyouswimwear.com,0.0
iainsinclair.com,0.5
nuttyguys.com,0.0
myaccount.benzonasos-yagotin.bamper.org,0.0
peacockpottery.com,0.0
womensuits.com,0.0
mamatoto.co.uk,0.0
marriott.com,0.3076923076923077
artscyclery.com,0.0
clubpenguin.com,0.0
aquariumofpacific.org,0.0
exstora.com,0.0
veritasprep.com,1.0
impuckish.com,0.0
orbitbaby.com,0.0
myteddybare.com,0.0
christmasplace.com,0.0
boomerangbooks.com,0.0
portraitprofessional.com,0.0
grayandholtclothing.com,0.0
dentist.net,0.0
faeriesdance.com,0.0
darkcandles.com,0.0
extreme-mods.com,0.0
bargincell.com,0.0
geekrack.net,0.0
goldfinity.com,0.0
shoedazzle.com,0.16666666666666666
personalizeddrinkware.com,0.0
lightingcatalog.com,0.0
immobitag.com,0.0
1worldsarongs.com,0.0
pickegg.com,0.0
citibank.com,0.0
pillowpets.tv,0.0
jonestshirts.com,0.0
larzpetgear.com,0.0
vtarmynavy.com,0.0
naughtydancewear.com,1.0
dog.com,0.0
uk.loccitane.com,0.0
workshopsexpress.com,0.0
foxph.com,0.0
anytimefitness.com,0.5
ulta.om,0.0
urban-tao.com,0.0
l2gshop.com,0.0
robot4less.com,0.0
flaquarium.org,0.0
backcountryedge.com,0.0
preciousmoments.com,0.0
beadaholique.com,0.5
virginiacandle.com,0.0
heavenlykonnections.com,0.0
mapleridge.com,0.0
poolgeek.com,0.0
talentzoo.com,0.0
jmbart.com,0.0
guut.de,0.0
lesbianfactor.com,0.0
canineforuse.se,0.0
dollhouse.com,1.0
dirtdevil.com,0.0
bgh.com.ar,0.0
mgmstore.com,0.0
bioriente.com,0.0
bellaclub.com,0.0
stavatar.net,0.0
carpartparadise.com,1.0
heroup.com,0.0
shopmapel.com,0.0
pharmacymix.com,0.0
worldlacrosseshop.com,0.0
heroarts.com,0.0
himself27.com.au,0.0
bottleyourbrand.com,0.0
madametussaudsdc.com,0.0
monsterairsoftusa.com,0.0
shotinthedarkmysteries.com,0.0
gamersfirst.com,0.16666666666666666
themify.me,0.0
paultesta.com,0.0
myaccount.easycap.sk,0.0
buffalo.hyatt.com,0.0
metrocandy.com,0.0
giftcentral.com.au,0.0
drypodsonline.com,0.0
mjcomponents.co.uk,0.0
whitehouseblackmarket.com,0.4642857142857143
gamecenter.nhl.com,1.0
nextrxotc.com,0.0
the.by,0.0
16-25railcard.co.uk,0.0
babycarseats.com,0.5
iluv.com,0.0
diversifiedshowcase.com,0.0
kitchenkrafts.com,0.6666666666666666
targetportraits.com,0.5
getsyncd.com,0.0
bigandtall.com,0.0
jewelrytv.com,0.0
acitydiscount.com,0.0
wirelessground.com,0.0
elsevierhealth.com,0.0
republicoftea.com,1.0
americanhomeplus.com,0.0
alcanceunaetnia.org,0.0
thoughtfishmedia.com,0.0
jinx.com,0.0
faithtrustbelieve.com,0.0
heartswithfur.com,0.0
thenateshow.com,0.0
pizzahut.comsimilar,0.5
jiggy.com,0.0
griffin.com,0.0
store.mayer-johnson.com,0.0
clifbarstore.com%,0.0
sparkplugs.com,0.0
mdv-seia.org,0.0
eno.org,0.0
familyfinds.com,1.0
lanapsoft.com,0.0
colombo.com.br,0.0
ministryideaz.com,0.0
discountrubberstamps.com,1.0
costco.ca,0.4
spectrumsuperstore.com,0.0
goodmantheatre.org,0.0
magazinesusa.com,0.0
espn.akusiap.tk,0.0
sprinklerwarehouse.com,0.5
naturis.ro,0.0
bergners.com,0.0
zinniastores.com,0.0
seasonmall.com,0.5
mypashmina.co.uk,0.0
potterybarnkids.com,0.4
jewelosco.com,0.0
elysianhotels.com,0.0
doctoroz.com,0.0
jakeandmicah.com,0.0
ikea.com,0.35
verizonwireless.com,0.14
autodesk.com,0.0
amigosdelcaballo.biz,0.0
justforlegs.com,0.0
chicklingosigns.com,1.0
ditverzinjeniet.nl,0.0
footaction.com,0.08333333333333333
masongadgetshop.com,0.0
glowsafe.com,0.0
nittanyoutlet.com,0.0
band-tees.com,0.0
commoncents.net.au,0.0
kozykashmir.com,0.0
danscomp.com,0.44
jcpennysurvey.com1503-402-8401-010209-1608,0.0
mixbook.com,0.0
jetstat.com,0.0
play.onlive.com,1.0
christmas.radiocity.com,1.0
friendscircle.co.uk,0.0
linkyourshirt.com,0.0
blingdaily.com,0.0
valuepetsupplies.com,0.25
everydaysource.com,0.0
rungreen.com,0.3333333333333333
newenglandcoffee.com,0.0
popcornlovers.com,0.0
vitaminhero.com,0.0
kfc.ca,0.0
jeffpaul.tv,0.0
fetchholidays.com,1.0
ladyfanatics.com,0.3333333333333333
shopwars.com,0.0
pocketsonline.com,0.0
netflix.com,0.22727272727272727
rsvp.com.au,0.0
golfshownec.com,0.0
ecasual.com,1.0
gpotato.eu,0.25
insound.com,0.5
femminastyle.com,0.0
atasteoftiffany.com,0.0
damasjewel.com,0.0
mirrormate.com,0.0
auth.www.pintwire.co.in,0.0
archos.com,0.0
kmov.com,0.0
usedminnesota.com,0.0
myzivio.com,0.0
markersupply.com,0.0
bebeautiful.com,0.0
nxpgames.com,0.0
herringtoncatalog.com,0.0
dvdsentertainmentonline.com,1.0
guess.com,0.4090909090909091
ameandlulu.com,0.0
designertiesonline.com,0.0
overtons.com,0.3333333333333333
daisylu.com,0.5
poptropica.com,0.5
aklabs.com,0.0
stores.shop.http:,0.0
tinyprints.com,0.38461538461538464
eurosport.com,0.2
kids-n-cribs.com,0.0
loop18.com,0.0
exclisivelyweddings.com,1.0
vanity.com,0.0
marleycoffee.com,0.0
mint.ca,0.0
texasboxoffice.com,0.0
1-800-bakery.com,0.0
jescollection.com,0.0
gowfb.com,0.0
freshproclub.com,0.3333333333333333
sphproductions.net,0.0
baudville.com,0.5
chicagoshakes.com,1.0
hargloco.com,0.0
usmedicalsupplies.com,0.0
shopopt.com,0.0
dnafootwear.com,0.3333333333333333
offiedepot.com,0.0
seagullbook.com,0.5
big-bellies.com,0.0
otbeach.com,0.0
naaptol.com,0.0
miego.com,1.0
scoutstuff.org,0.6666666666666666
replayphotos.com,1.0
littledaisyscrapbooking.com,0.0
workingperson.com,0.3333333333333333
amsterdamattic.com,0.0
wallstreetcreations.com,0.0
crosman.com,0.0
strasburgchildren.com,0.0
vanns.com,0.6666666666666666
fotosearch.com,0.0
swimways.com,0.0
nationalpen.com,0.0
interweb.in,0.0
gillyhicks.com,0.3333333333333333
facroycard.com,0.0
smartyhadaparty.com,0.0
coldwatercreek.com,0.4329896907216495
frutaplanta.com,0.0
warbyparker.com,0.2857142857142857
vmakeup.com,0.0
esolutionsinteractive.com,0.0
gotprint.net,0.0
getzs.com,0.0
ouidad.com,0.25
sainsburys.co.uk,0.0
marlobeauty.com,0.0
thegiantpeach.com,0.3333333333333333
pinkolive.com,0.0
krystal.com,0.0
chefshop.com,0.0
sprint.com,0.19047619047619047
empikfoto.pl,0.0
zoara.com,0.0
artworkgalore.com,0.0
ticktocksales.com,0.0
italybar.com,0.0
goldstaroutlet.com,0.0
illumin.com,0.0
realactionpaintball.com,0.5
tehproject.net,0.0
fostersandsmith.com,0.0
kenozacoffee.com,0.25
amerimerc.com,1.0
adt.com,0.0
sisalrugs.com,0.5
icanhascheezburger.com,0.0
store.origin.com,0.26666666666666666
northerntool.com,0.2857142857142857
littlelaureate.com,0.0
dinodirect.com,0.0
easyclosets.com,0.0
hobsons-choice-online.co.uk,0.0
onehanesplace.com,0.3
texascharmbathandcandleco.com,0.0
postmaster.co.uk,0.0
vocellipizza.com,0.3333333333333333
beautydeals.com,0.0
totalfitnessdvds.com,0.0
rabbitair.com,0.0
heroandsound.com,0.0
noisebot.com,0.5
sellmoo.com,0.0
smartscrubs.com,1.0
manetane.com,0.0
muckbootsoutlet.com,0.0
delkin.com,0.0
warrock.nexon.com,0.0
store.houstontexans.com,0.0
doodlebugprints.com,0.0
dadshop.com.au,0.0
asiafinebooks.com,0.0
ralphlauren.com,0.23684210526315788
slotsofvegas.com,0.4
linencloset.com,0.0
fragrancex.com,1.0
myskincarereviews.beauty303.com,0.0
jtrenwebservices.com,0.0
fromthegroom.com,0.0
halfcost.co.uk,0.0
actionsalvage.com,0.0
avanticomm.com,0.0
kiddieshop.co.uk,0.0
christmascentral.com,1.0
generator-kia.avtosklad.net,0.0
naturallyhealthconcepts.com,1.0
myecolimo.com,0.0
northportwellnesscenter.com,0.0
cookiesinbloom.com,0.0
homedics.com,0.0
couturecandy.com,0.0
anniesez.com,0.6666666666666666
saucony.com,0.0
musicdispatch.com,0.0
mycasio.com,0.0
jmclaughlin.com,0.0
companionlink.com,0.3333333333333333
warehouseskateboards.com,0.0
def-shop.com,0.0
kashless.org,0.0
t-mobile.com,0.25
modemerr.com,0.0
myus.com,0.0
wsaztv.com,0.0
atwestend.com,0.0
invision-gaming.co.uk,0.0
bestsku.com,0.0
alimacosmetics.com,0.0
noonsolar.com,0.0
laurensilva.com,0.0
vermontcountrystore.com,0.14285714285714285
auctionsniper.com,0.0
universal-akb.com,0.0
ceramcor.com,0.0
bidz.com,0.5
cool-accessories-online.com,0.0
loftparty.com,0.0
spirithalloween.com,0.41935483870967744
fun-shop.com,0.0
ebm.e.steinmart.com,0.0
diadora.com,0.0
xistyle.com,0.0
republicbike.com,0.0
httpsnapfish.cominfo23,0.0
drzeelo.com,0.0
handbagbug.com,0.0
thezumbaclass.com,0.0
ieautomag.com,0.0
8thstreet.com,0.0
iskin.com,0.0
embroiderylibrary.com,0.0
wegelectricalmotors.com,0.0
coastmtcounselling.com,0.0
hotels.com,0.23300970873786409
calvinklein.com,0.5714285714285714
baliexist.com,0.0
zagg.com,0.5
system76.com,0.0
rivalus.net,0.0
thehundreds.com,0.0
discounttvparts.com,0.0
chicbuds.com,0.0
tripres.com,0.3333333333333333
gdata.de,0.0
vans.com,0.2
americangirlplace.com,0.0
vintagesnow.net,0.0
chefwear.com,0.0
mrejewelry.com,0.0
goinggear.com,0.0
celebrateyourfaith.com,0.0
bargainmugs.com,1.0
gymcor.com,0.0
getheavenly.com,1.0
10.com,0.0
drmartens.com,0.4
portsmouthusedcarsuperstore.com,0.0
hobbywarehouse.com,0.4
theistore.com,0.0
vonage.com,0.0
glasstileoasis.com,1.0
suprashoes-eshop.com,0.0
maniafragrance.com,0.0
heavensgatehomeandgarden.com,0.0
golfchicboutique.com,0.0
powerplaydirect.com,0.0
chryslerpartspa.com,0.0
sharperimage.com,0.0
hanzic.com,0.0
planet7casino.com,0.0
jongleurs.com,0.0
blnts.com,0.0
pricecheater.com,0.3333333333333333
smartbuyglasses.ca,0.0
justfundraising.com,0.5
galehayman.com,1.0
aktrak.com,0.0
deltaairlines.com,0.0
ndshop.com,0.5
locomamadesigns.com,0.0
dominospizza.co.nz,0.125
canvaspop.com,0.0
jogscotland.org.uk,0.0
sears.com,0.3804347826086957
dominospizza.co.md,1.0
totaldiabetessupply.com,0.0
mateoilasco.com,0.0
foodnetwork.com,0.0
grubcanada.com,0.0
cityslips.com,0.0
bookemporium.com,0.0
pgl.co.uk,0.0
toolrage.com,0.0
beanilla.com,0.0
xcomglobal.com,0.5
hbogo.com,0.5
kashwereathome.com,0.0
mebapts.com,0.0
groworganic.com,0.25
businessvision.net,0.0
roccosiffredi.com,0.0
thefindguide.com,0.0
dotster.com,0.0
teamcovers.com,0.5
calumetphoto.com,0.0
spaboutique.ca,0.0
iwhic.com,0.0
combatsportsupply.com,0.0
nhaler.com,0.0
outlet.www.allinklwith.us,0.0
mygelskin.com,0.0
winderfarms.com,0.0
socialskateboarding.com,1.0
webble.com,0.5
headsprout.com,0.5
ozon.ru,0.0
greensmoke.com,0.14285714285714285
magnipic.com,0.0
shopping.sierralivingconcepts.com,0.0
morekitchencarts.com,0.0
metrostyle.com,0.0
mrbeer.com,0.25
fledglingpress.co.uk,0.0
applianceart.com,0.0
theartofshaving.com,0.5
otticanet.com,0.0
google.com,0.0
metmuseum.org,0.3333333333333333
llantz.avonrepresentative.com,0.0
shrek.com,0.0
mey-edlich.de,0.0
seattlecoffeegear.com,0.0
neosporin.com,0.0
coffeeam.com,1.0
michele.com,0.0
kfxperformance.ca,0.0
latisse.bz,0.0
shopecko.com,0.6666666666666666
posters.com,1.0
dwcskincare.com,1.0
tail-wags.com,0.0
dedicatedteacher.com,0.0
famous-smoke.com,0.0
strawsticksandbricks.com,0.0
hollywoodscloset.net,0.0
griffintech.com,1.0
scambiocasa.com,0.0
cheapstingybargains.com,1.0
wayzatanautical.com,0.0
abbottnutrition.com,0.0
my.alpari.co.uk,0.0
gethotpants.com,0.3333333333333333
puritan.com,0.5
xmediatrade.de,0.0
disneyphotopass.com,0.3333333333333333
fiftyflowers.com,0.0
cocooninnovations.com,0.0
flipvideostore.com,0.0
tmcwilliams.avonrepresentative.com,0.0
realtree.com,0.3333333333333333
hotwokfeng.com,0.0
123ponds.com,0.5
craghoppers.com,0.3333333333333333
questrade.com,0.5
aerogardenonlinestore.com,0.0
wherehouse.com,0.0
johnmaxwell.com,0.0
juniorscheesecake.com,0.25
livingthethinlife.com,0.0
astg.pl,0.0
longtermparking.com,0.0
ivorycomputers.com,0.0
kristengrace.com,0.0
gallery84.com,1.0
myuspostoffice.com,0.0
7trucs.com,0.0
countryinns.com,0.2727272727272727
aabus.com,0.0
lasvegas-airportlimo.com,0.0
acornonline.com,0.0
jenniesflorist.com,0.0
homencomfortstore.com,0.0
inkpayless.com,0.0
reviews.americanschooloflocksmithing.com,0.0
billytfoods.com,0.0
denverfabrics.com,0.0
lolaetmoi.com,1.0
swarovskicrystal.com,0.0
buywithme.com,0.26666666666666666
moxiekidsonline.com,0.0
mishkanyc.com,0.0
junodownload.com,0.0
californiacozy.com,0.0
happyfamilyshop.com,0.0
kaliakeeli.com,0.0
sears.ca,0.4
marykaydeal.com,0.0
shoeswhole.com,0.0
ballarddesigns.comballarddesigns.com,0.0
luftsport.de,0.0
lovelynails.com,0.0
batteriesplus.com,0.0
urbanoutfitters.com,0.4369747899159664
frangrencenet.com,0.0
tickets.thefair.com,0.0
finepetroducts.com,0.0
alice.com,0.5
predatornutrition.com,0.0
mcafee.com,0.45
signaturehardware.com,0.0
jacksonandperkins.com,0.0
littlemissprincesstutu.com,0.0
galaxypuzzles.com,1.0
calendars.com,0.5
gomerch.com,0.5
houlihans.com,0.0
mypvshop.com,0.0
heatherbaileystore.com,0.0
petguys.com,1.0
dead.net,1.0
mattbernson.com,0.0
amazingclubs.com,0.2
sun-sentinel.com,0.0
dvd-center.de,0.0
elietahari.com,0.0
fitnessorganica.com,0.0
franklincovey.com,0.3333333333333333
ups.com,0.3333333333333333
capitalone.ca,0.0
dreamlandjewelry.com,0.25
hcbl.dreamjunky.com,0.0
georgetowncupcake.com,1.0
cjbanks.com,0.5
philly.com,0.0
opsgear.com,0.0
cosmic-perfume.com,0.5
learcapital.com,0.5
bloomingdales.weddingchannel.com,0.0
dmns.org,0.0
torredaamoreira.com,0.0
theskepticalnutritionist.com,0.0
nickelodeonuniverse.com,0.0
illumecandles.com,0.0
dorneypark.com,0.0
superherostuff.com,1.0
netriver.com,0.0
excelsior.edu,0.0
frutaplantapills.com,0.0
brownsshoes.com,0.0
basicsn12stainless.spcdartboards.com,0.0
notary4all.com,0.0
oceanlaguna.com,0.0
happyhuggerz.com,0.0
santamariasuites.com,0.5
kaliamobile.com,0.0
hardrockhotel.com,0.3333333333333333
allods.gpotato.com,0.0
dontheglove.com,0.0
excite.com,0.0
gaypornaccess.com,0.0
legalcpu.com,0.0
girlsgogames.com,0.0
fabricguru.com,0.0
paulayoungwigs.com,0.0
spiegel.com,0.5
sensualmomentsonline.com,0.0
naturalhome.com,1.0
americanpassport.com,0.0
magicstudfinder.com,0.0
ilead.commissionundergroundreview.info,0.0
bjs.com,0.25
laktunes.com,0.0
japanesepod101.com,1.0
dripdepot.com,0.0
justbirdhouses.net,0.0
candlemart.com,0.0
puddlejumpershoes.com,1.0
nyandcompany.com,0.3333333333333333
thesanctuary.co.uk,1.0
pettagsdirect.com,0.0
artbeads.com,0.25
lulubelleboutique.com,0.3333333333333333
beautyjoint.com,0.0
officefurniture.com,0.0
lagoonpark.com,0.3333333333333333
naturalbalanceinc.com,0.0
mauisurfcompany.com,0.0
whoareyadesigns.com,0.0
hawesandcurtis.com,0.0
underarmour.com,0.375
sweetillusions.com,0.0
lexmarkstore.com,0.375
wacoal-america.com,0.0
fansedge.com,0.12
wizard101.com,0.18181818181818182
labellighthouse.com,0.0
trixanpet.com.au,0.0
fileserve.com,0.0
gourmetindulgence.net,0.0
fashionplaytes.com,1.0
american.redcross.org,0.0
indiemerchstore.com,0.0
yourspecialdiamond.com,0.0
bigstub.com,0.2
