couponId,Hour,Minimum Clicks/Minute,Minimum Clicks Minute,Maximum C/Min,Maximum Clicks Minute,Mean C/min,Median C/min ,Sample Standard Deviation
1592956,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
S136385,00,0,0,1,26,0.06666666666666667,0.0,0.2515488742932317
2732952,00,0,0,1,35,0.016666666666666666,0.0,0.12909944487358063
2783838,00,0,0,3,10,0.05,0.0,0.3872983346207412
2809058,00,0,0,1,21,0.016666666666666666,0.0,0.12909944487358066
2765009,00,0,0,1,11,0.03333333333333333,0.0,0.1810203347193924
2837374,00,0,0,1,31,0.016666666666666666,0.0,0.12909944487358063
2843794,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
2503188,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
2679048,00,0,0,1,31,0.03333333333333333,0.0,0.18102033471939247
1997046,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
2840466,00,0,0,1,56,0.03333333333333333,0.0,0.18102033471939252
2602304,00,0,0,1,16,0.016666666666666666,0.0,0.1290994448735807
2647806,00,0,0,1,10,0.016666666666666666,0.0,0.1290994448735807
2787892,00,0,0,1,22,0.03333333333333333,0.0,0.18102033471939244
2478268,00,0,0,1,50,0.016666666666666666,0.0,0.12909944487358058
2765727,00,0,0,1,46,0.016666666666666666,0.0,0.1290994448735806
2757401,00,0,0,1,6,0.05,0.0,0.21978417765108266
2614364,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
2839058,00,0,0,1,55,0.016666666666666666,0.0,0.12909944487358055
1939831,00,0,0,1,36,0.03333333333333333,0.0,0.18102033471939247
1904552,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
S257487,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
2782997,00,0,0,1,20,0.016666666666666666,0.0,0.12909944487358066
2819480,00,0,0,1,7,0.03333333333333333,0.0,0.1810203347193924
2835126,00,0,0,1,32,0.016666666666666666,0.0,0.12909944487358063
2839423,00,0,0,5,12,0.85,1.0,1.117275742485158
1074161,00,0,0,1,1,0.016666666666666666,0.0,0.12909944487358072
2178947,00,0,0,1,15,0.05,0.0,0.21978417765108266
2630416,00,0,0,1,6,0.016666666666666666,0.0,0.12909944487358072
2076067,00,0,1,2,19,0.15,0.0,0.44436204509233734
1796901,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
2120168,00,0,0,1,2,0.016666666666666666,0.0,0.12909944487358072
S137766,00,0,0,1,44,0.016666666666666666,0.0,0.1290994448735806
2825189,00,0,0,1,19,0.06666666666666667,0.0,0.2515488742932316
2134217,00,0,0,1,37,0.03333333333333333,0.0,0.18102033471939247
2571782,00,0,0,1,57,0.016666666666666666,0.0,0.12909944487358055
2794275,00,0,0,1,1,0.016666666666666666,0.0,0.12909944487358072
2320176,00,0,0,1,2,0.016666666666666666,0.0,0.12909944487358072
2790983,00,0,0,1,53,0.016666666666666666,0.0,0.12909944487358058
2794174,00,0,0,1,1,0.03333333333333333,0.0,0.18102033471939238
S181710,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
S208864,00,0,0,1,51,0.016666666666666666,0.0,0.12909944487358058
2462038,00,0,0,1,44,0.016666666666666666,0.0,0.1290994448735806
S263808,00,0,0,4,58,0.08333333333333333,0.0,0.5301636033600228
2736956,00,0,0,1,29,0.06666666666666667,0.0,0.25154887429323164
2836307,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
2826051,00,0,0,1,48,0.03333333333333333,0.0,0.1810203347193925
2844398,00,0,0,1,8,0.03333333333333333,0.0,0.1810203347193924
2790595,00,0,0,1,8,0.06666666666666667,0.0,0.25154887429323153
543829,00,0,0,2,25,0.16666666666666666,0.0,0.41849879681768903
S165315,00,0,0,1,33,0.016666666666666666,0.0,0.12909944487358063
2479453,00,0,0,1,10,0.016666666666666666,0.0,0.1290994448735807
1166011,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
2615373,00,0,0,1,15,0.03333333333333333,0.0,0.1810203347193924
S141855,00,0,1,1,0,0.05,0.0,0.21978417765108266
2834709,00,0,0,1,46,0.016666666666666666,0.0,0.1290994448735806
2811096,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
2847152,00,0,0,1,46,0.016666666666666666,0.0,0.1290994448735806
2409057,00,0,0,1,2,0.016666666666666666,0.0,0.12909944487358072
2623227,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
2743581,00,0,0,1,11,0.016666666666666666,0.0,0.1290994448735807
2534894,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
2127537,00,0,0,1,42,0.016666666666666666,0.0,0.1290994448735806
1438626,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2847162,00,0,0,1,56,0.016666666666666666,0.0,0.12909944487358055
2777239,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
2825893,00,0,0,1,1,0.016666666666666666,0.0,0.12909944487358072
2816718,00,0,0,1,25,0.016666666666666666,0.0,0.12909944487358066
2430622,00,0,0,1,36,0.016666666666666666,0.0,0.12909944487358063
2479036,00,0,0,1,38,0.016666666666666666,0.0,0.1290994448735806
2780398,00,0,1,1,0,0.016666666666666666,0.0,0.12909944487358072
S136370,00,0,0,1,21,0.06666666666666667,0.0,0.25154887429323175
981524,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
1897108,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
1694791,00,0,0,1,58,0.016666666666666666,0.0,0.12909944487358055
2689553,00,0,0,1,45,0.03333333333333333,0.0,0.1810203347193925
1900431,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
S139936,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
2135994,00,0,0,1,58,0.016666666666666666,0.0,0.12909944487358055
653174,00,0,0,1,1,0.016666666666666666,0.0,0.12909944487358072
1844323,00,0,0,1,2,0.016666666666666666,0.0,0.12909944487358072
2602075,00,0,0,1,33,0.016666666666666666,0.0,0.12909944487358063
2734461,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
2851791,00,0,0,1,14,0.11666666666666667,0.0,0.32373177151309324
S142548,00,0,0,1,6,0.016666666666666666,0.0,0.12909944487358072
1897476,00,0,0,1,2,0.016666666666666666,0.0,0.12909944487358072
2795391,00,0,0,2,37,0.05,0.0,0.2867113353714998
S137324,00,0,0,1,56,0.016666666666666666,0.0,0.12909944487358055
678384,00,0,0,1,33,0.016666666666666666,0.0,0.12909944487358063
S136914,00,0,0,2,35,0.08333333333333333,0.0,0.3340388014946091
2851436,00,0,1,4,48,0.9,1.0,0.9333736875860421
914821,00,0,0,1,44,0.016666666666666666,0.0,0.1290994448735806
S243895,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
2843877,00,0,0,1,35,0.016666666666666666,0.0,0.12909944487358063
1476668,00,0,1,1,0,0.016666666666666666,0.0,0.12909944487358072
2851781,00,0,1,1,0,0.05,0.0,0.21978417765108266
1827909,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
2839129,00,0,0,1,41,0.03333333333333333,0.0,0.18102033471939247
2851834,00,0,0,1,19,0.016666666666666666,0.0,0.12909944487358066
2733992,00,0,0,1,22,0.11666666666666667,0.0,0.3237317715130934
2787598,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
2710078,00,0,0,1,25,0.03333333333333333,0.0,0.18102033471939244
2817747,00,0,0,1,3,0.08333333333333333,0.0,0.2787178067853024
2821517,00,0,0,1,49,0.03333333333333333,0.0,0.1810203347193925
2810986,00,0,0,1,38,0.016666666666666666,0.0,0.1290994448735806
1936612,00,0,0,1,17,0.016666666666666666,0.0,0.12909944487358066
2755126,00,0,0,1,20,0.03333333333333333,0.0,0.1810203347193924
S172267,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
2783913,00,0,0,1,42,0.016666666666666666,0.0,0.1290994448735806
S159384,00,0,0,1,29,0.016666666666666666,0.0,0.12909944487358063
2445663,00,0,0,1,57,0.016666666666666666,0.0,0.12909944487358055
2065398,00,0,0,1,35,0.016666666666666666,0.0,0.12909944487358063
2805421,00,0,2,3,1,0.23333333333333334,0.0,0.5634839166238774
S162636,00,0,0,1,55,0.016666666666666666,0.0,0.12909944487358055
1728976,00,0,0,1,20,0.016666666666666666,0.0,0.12909944487358066
2060225,00,0,0,1,30,0.05,0.0,0.2197841776510827
2846776,00,0,0,1,38,0.016666666666666666,0.0,0.1290994448735806
2074126,00,0,0,1,27,0.05,0.0,0.2197841776510827
2051720,00,0,0,1,18,0.03333333333333333,0.0,0.1810203347193924
2837299,00,0,0,1,31,0.016666666666666666,0.0,0.12909944487358063
2771922,00,0,0,1,8,0.03333333333333333,0.0,0.1810203347193924
737401,00,0,0,1,8,0.016666666666666666,0.0,0.12909944487358072
2822803,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2044535,00,0,0,1,44,0.016666666666666666,0.0,0.1290994448735806
2790740,00,0,0,1,21,0.016666666666666666,0.0,0.12909944487358066
1801395,00,0,0,1,16,0.016666666666666666,0.0,0.1290994448735807
2839786,00,0,0,1,25,0.03333333333333333,0.0,0.18102033471939244
S206971,00,0,0,1,24,0.05,0.0,0.2197841776510827
2702495,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
S137221,00,0,0,2,50,0.08333333333333333,0.0,0.33403880149460907
2622667,00,0,1,1,0,0.03333333333333333,0.0,0.18102033471939238
2701541,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
2847292,00,0,0,1,16,0.05,0.0,0.21978417765108269
2598213,00,0,0,1,9,0.016666666666666666,0.0,0.1290994448735807
1575647,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
1606656,00,0,0,1,12,0.03333333333333333,0.0,0.1810203347193924
2446440,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2791100,00,0,0,2,49,0.05,0.0,0.2867113353714996
2751004,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2476407,00,0,0,1,16,0.016666666666666666,0.0,0.1290994448735807
2749999,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
1445361,00,0,0,1,10,0.016666666666666666,0.0,0.1290994448735807
2829941,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
2438643,00,0,0,2,38,0.03333333333333333,0.0,0.2581988897471612
2840409,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
2800449,00,0,1,1,0,0.06666666666666667,0.0,0.25154887429323153
S177135,00,0,0,1,31,0.016666666666666666,0.0,0.12909944487358063
2718811,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
1904920,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
2060223,00,0,0,2,56,0.11666666666666667,0.0,0.3724252474950529
381166,00,0,0,1,14,0.03333333333333333,0.0,0.1810203347193924
2849450,00,0,0,1,35,0.016666666666666666,0.0,0.12909944487358063
626331,00,0,0,1,46,0.016666666666666666,0.0,0.1290994448735806
S137550,00,0,0,1,14,0.03333333333333333,0.0,0.1810203347193924
2700200,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
S136585,00,0,0,1,35,0.05,0.0,0.21978417765108274
2700405,00,0,0,1,45,0.016666666666666666,0.0,0.1290994448735806
S205273,00,0,0,1,39,0.016666666666666666,0.0,0.1290994448735806
2787542,00,0,0,2,53,0.08333333333333333,0.0,0.33403880149460907
2727538,00,0,0,1,22,0.03333333333333333,0.0,0.18102033471939244
2845765,00,0,0,1,56,0.016666666666666666,0.0,0.12909944487358055
2057600,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
2584680,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
2762654,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
2066692,00,0,0,2,59,0.03333333333333333,0.0,0.2581988897471611
2643206,00,0,0,1,10,0.03333333333333333,0.0,0.1810203347193924
2845728,00,0,0,1,36,0.03333333333333333,0.0,0.18102033471939247
S136617,00,0,0,1,40,0.016666666666666666,0.0,0.1290994448735806
2706609,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
S143163,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
2849406,00,0,0,1,37,0.05,0.0,0.21978417765108274
2851417,00,0,0,3,45,0.05,0.0,0.3872983346207416
2112653,00,0,0,1,35,0.016666666666666666,0.0,0.12909944487358063
2823640,00,0,0,1,1,0.016666666666666666,0.0,0.12909944487358072
2716550,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2521424,00,0,0,1,46,0.016666666666666666,0.0,0.1290994448735806
1055186,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2787454,00,0,0,1,42,0.016666666666666666,0.0,0.1290994448735806
1254336,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
2843866,00,0,0,1,5,0.016666666666666666,0.0,0.12909944487358072
2851404,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
2805785,00,0,0,1,23,0.03333333333333333,0.0,0.18102033471939244
2823422,00,0,0,1,5,0.08333333333333333,0.0,0.2787178067853024
2659658,00,0,0,1,57,0.016666666666666666,0.0,0.12909944487358055
1636284,00,0,0,1,46,0.016666666666666666,0.0,0.1290994448735806
1958154,00,0,0,1,6,0.016666666666666666,0.0,0.12909944487358072
S182952,00,0,0,1,7,0.016666666666666666,0.0,0.12909944487358072
2847267,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
2850509,00,0,0,1,17,0.016666666666666666,0.0,0.12909944487358066
S173776,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
S186389,00,0,0,1,25,0.016666666666666666,0.0,0.12909944487358066
1048430,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
2473333,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
S198945,00,0,0,1,51,0.016666666666666666,0.0,0.12909944487358058
2466789,00,0,0,1,41,0.016666666666666666,0.0,0.1290994448735806
2836992,00,0,0,1,22,0.06666666666666667,0.0,0.25154887429323175
2835258,00,0,0,2,18,0.06666666666666667,0.0,0.3117292755628475
1316277,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
2840776,00,0,0,1,56,0.016666666666666666,0.0,0.12909944487358055
2776612,00,0,0,1,4,0.03333333333333333,0.0,0.1810203347193924
2805721,00,0,0,2,35,0.05,0.0,0.2867113353714995
2478074,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
1676736,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
2468721,00,0,0,1,17,0.016666666666666666,0.0,0.12909944487358066
2691226,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
560847,00,0,0,1,11,0.03333333333333333,0.0,0.1810203347193924
2039690,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
2350857,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2320593,00,0,0,1,19,0.016666666666666666,0.0,0.12909944487358066
2759390,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
732246,00,0,0,1,20,0.016666666666666666,0.0,0.12909944487358066
1907936,00,0,0,1,14,0.08333333333333333,0.0,0.2787178067853024
2789198,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
2775761,00,0,0,1,43,0.016666666666666666,0.0,0.1290994448735806
2832982,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
1398846,00,0,0,1,58,0.016666666666666666,0.0,0.12909944487358055
708752,00,0,0,1,29,0.016666666666666666,0.0,0.12909944487358063
1963335,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
2800807,00,0,0,1,53,0.016666666666666666,0.0,0.12909944487358058
2799217,00,0,0,1,11,0.03333333333333333,0.0,0.1810203347193924
2737979,00,0,0,1,15,0.016666666666666666,0.0,0.1290994448735807
2851678,00,0,0,1,26,0.08333333333333333,0.0,0.27871780678530234
2850840,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
2837248,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
2705409,00,0,0,1,16,0.016666666666666666,0.0,0.1290994448735807
2845701,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
908987,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
1474506,00,0,0,1,31,0.016666666666666666,0.0,0.12909944487358063
2645773,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
2711278,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
S137680,00,0,0,1,37,0.03333333333333333,0.0,0.18102033471939247
2834526,00,0,0,4,53,0.08333333333333333,0.0,0.5301636033600227
2603121,00,0,0,1,51,0.016666666666666666,0.0,0.12909944487358058
2841794,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
608596,00,0,0,1,5,0.016666666666666666,0.0,0.12909944487358072
2823942,00,0,0,1,43,0.016666666666666666,0.0,0.1290994448735806
2466326,00,0,0,3,47,0.2,0.0,0.5461731270812971
1254268,00,0,0,1,13,0.016666666666666666,0.0,0.1290994448735807
2615085,00,0,0,1,56,0.016666666666666666,0.0,0.12909944487358055
2638359,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
2752479,00,0,0,1,21,0.016666666666666666,0.0,0.12909944487358066
S136687,00,0,0,1,38,0.03333333333333333,0.0,0.18102033471939247
2332433,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
2609541,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
2257766,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2846450,00,0,0,1,51,0.016666666666666666,0.0,0.12909944487358058
2845361,00,0,0,2,23,0.21666666666666667,0.0,0.5237306419436754
2819100,00,0,0,1,22,0.06666666666666667,0.0,0.2515488742932316
2005970,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
2619446,00,0,0,1,58,0.016666666666666666,0.0,0.12909944487358055
2687731,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
2794846,00,0,0,1,16,0.016666666666666666,0.0,0.1290994448735807
1671113,00,0,0,1,45,0.016666666666666666,0.0,0.1290994448735806
630066,00,0,0,1,11,0.03333333333333333,0.0,0.1810203347193924
2683356,00,0,0,1,31,0.016666666666666666,0.0,0.12909944487358063
2787392,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
2702396,00,0,0,2,21,0.03333333333333333,0.0,0.2581988897471613
2819648,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
S137188,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
2840032,00,0,0,1,6,0.06666666666666667,0.0,0.2515488742932316
2747818,00,0,0,1,40,0.016666666666666666,0.0,0.1290994448735806
1868187,00,0,0,1,57,0.016666666666666666,0.0,0.12909944487358055
2851270,00,0,0,1,34,0.05,0.0,0.21978417765108274
2748551,00,0,0,1,20,0.016666666666666666,0.0,0.12909944487358066
2647781,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
2478139,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
2823257,00,0,0,1,12,0.03333333333333333,0.0,0.1810203347193924
S158465,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2843675,00,0,0,1,50,0.016666666666666666,0.0,0.12909944487358058
S170294,00,0,0,1,5,0.03333333333333333,0.0,0.1810203347193924
2851535,00,0,0,1,3,0.03333333333333333,0.0,0.18102033471939238
2823316,00,0,0,2,31,0.05,0.0,0.28671133537149984
2782970,00,0,0,1,6,0.06666666666666667,0.0,0.25154887429323153
2619936,00,0,0,1,5,0.05,0.0,0.21978417765108266
2846300,00,0,0,1,38,0.016666666666666666,0.0,0.1290994448735806
2837415,00,0,0,1,19,0.11666666666666667,0.0,0.3237317715130933
2823383,00,0,0,3,8,0.38333333333333336,0.0,0.6661721329614916
2746799,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
2290832,00,0,0,2,52,0.03333333333333333,0.0,0.25819888974716115
S241349,00,0,0,1,40,0.016666666666666666,0.0,0.1290994448735806
S136673,00,0,0,1,6,0.016666666666666666,0.0,0.12909944487358072
1975820,00,0,0,1,32,0.016666666666666666,0.0,0.12909944487358063
2753170,00,0,0,2,14,0.03333333333333333,0.0,0.2581988897471614
2612537,00,0,0,1,8,0.016666666666666666,0.0,0.12909944487358072
2802302,00,0,0,4,10,0.2,0.0,0.6050633809075324
2332578,00,0,0,1,25,0.016666666666666666,0.0,0.12909944487358066
2747903,00,0,0,1,33,0.016666666666666666,0.0,0.12909944487358063
2800716,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
2546047,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
1825443,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
S141482,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2851945,00,0,0,2,32,0.03333333333333333,0.0,0.25819888974716126
1526930,00,0,0,1,45,0.016666666666666666,0.0,0.1290994448735806
S182550,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
2770434,00,0,0,1,46,0.03333333333333333,0.0,0.1810203347193925
2066511,00,0,0,1,6,0.05,0.0,0.21978417765108266
2829980,00,0,0,1,38,0.016666666666666666,0.0,0.1290994448735806
1994061,00,0,0,1,34,0.03333333333333333,0.0,0.18102033471939247
2134475,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
2810339,00,0,0,2,50,0.03333333333333333,0.0,0.25819888974716115
2534694,00,0,0,1,48,0.05,0.0,0.21978417765108274
1521821,00,0,0,2,29,0.15,0.0,0.404424680297702
S221386,00,0,0,1,7,0.016666666666666666,0.0,0.12909944487358072
1727059,00,0,0,3,24,0.05,0.0,0.3872983346207413
2509642,00,0,0,1,6,0.016666666666666666,0.0,0.12909944487358072
S222459,00,0,0,1,17,0.016666666666666666,0.0,0.12909944487358066
2795798,00,0,0,1,9,0.016666666666666666,0.0,0.1290994448735807
2774465,00,0,0,1,5,0.016666666666666666,0.0,0.12909944487358072
2798641,00,0,0,1,25,0.016666666666666666,0.0,0.12909944487358066
2811423,00,0,0,3,53,0.16666666666666666,0.0,0.5261522196019802
S148773,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2168618,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
2834481,00,0,0,1,22,0.03333333333333333,0.0,0.18102033471939244
2708516,00,0,0,1,3,0.08333333333333333,0.0,0.2787178067853024
2053347,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
S137066,00,0,0,1,13,0.05,0.0,0.21978417765108266
2816010,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
2758995,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2461465,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
2701536,00,0,0,1,4,0.16666666666666666,0.0,0.3758230140014146
2738891,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
S142388,00,0,0,1,3,0.03333333333333333,0.0,0.1810203347193924
2818964,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
2828850,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
2851484,00,0,0,1,42,0.03333333333333333,0.0,0.18102033471939247
2834979,00,0,0,1,3,0.016666666666666666,0.0,0.12909944487358072
2478220,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
2741327,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
S141540,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
2747031,00,0,0,1,48,0.016666666666666666,0.0,0.12909944487358058
2754294,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
S229554,00,0,0,1,20,0.016666666666666666,0.0,0.12909944487358066
2816758,00,0,0,1,58,0.016666666666666666,0.0,0.12909944487358055
2756853,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
1052068,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
2847573,00,0,0,3,45,0.05,0.0,0.3872983346207416
2690128,00,0,0,1,14,0.016666666666666666,0.0,0.1290994448735807
2823508,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
2479579,00,0,0,1,33,0.016666666666666666,0.0,0.12909944487358063
2595063,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
S171090,00,0,0,1,14,0.016666666666666666,0.0,0.1290994448735807
S139037,00,0,0,1,41,0.016666666666666666,0.0,0.1290994448735806
2851789,00,0,0,1,5,0.03333333333333333,0.0,0.1810203347193924
2555219,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
S267952,00,0,0,1,25,0.016666666666666666,0.0,0.12909944487358066
2521232,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
2046879,00,0,0,1,17,0.03333333333333333,0.0,0.1810203347193924
2816804,00,0,0,1,51,0.016666666666666666,0.0,0.12909944487358058
2846716,00,0,0,1,3,0.06666666666666667,0.0,0.25154887429323153
1678132,00,0,0,1,24,0.03333333333333333,0.0,0.18102033471939244
2734286,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
2832854,00,0,0,1,38,0.016666666666666666,0.0,0.1290994448735806
2850031,00,0,0,1,9,0.016666666666666666,0.0,0.1290994448735807
2837159,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
2290224,00,0,0,1,31,0.016666666666666666,0.0,0.12909944487358063
S161553,00,0,0,1,46,0.016666666666666666,0.0,0.1290994448735806
S143920,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
S251838,00,0,0,1,50,0.016666666666666666,0.0,0.12909944487358058
1591800,00,0,0,1,21,0.016666666666666666,0.0,0.12909944487358066
2801559,00,0,0,1,44,0.016666666666666666,0.0,0.1290994448735806
2849203,00,0,0,2,13,0.1,0.0,0.35415212665401175
1702963,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
2836485,00,0,0,1,35,0.016666666666666666,0.0,0.12909944487358063
2851712,00,0,1,1,0,0.03333333333333333,0.0,0.18102033471939238
709083,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
1917135,00,0,0,2,14,0.03333333333333333,0.0,0.2581988897471614
2651056,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
1111382,00,0,0,1,9,0.016666666666666666,0.0,0.1290994448735807
2839628,00,0,0,3,17,0.2,0.0,0.5142049977013219
2594058,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
2495504,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
2851927,00,0,0,2,45,0.1,0.0,0.35415212665401197
908064,00,0,0,1,44,0.016666666666666666,0.0,0.1290994448735806
2614959,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
2739524,00,0,0,1,19,0.11666666666666667,0.0,0.32373177151309357
2836843,00,0,0,1,9,0.03333333333333333,0.0,0.1810203347193924
2731557,00,0,0,1,17,0.016666666666666666,0.0,0.12909944487358066
S170402,00,0,0,1,46,0.016666666666666666,0.0,0.1290994448735806
1974481,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
2825586,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
707489,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
2741484,00,0,0,1,24,0.03333333333333333,0.0,0.18102033471939244
S173036,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
S136879,00,0,0,1,18,0.03333333333333333,0.0,0.1810203347193924
2849830,00,0,0,1,42,0.03333333333333333,0.0,0.18102033471939247
2532524,00,0,0,1,2,0.016666666666666666,0.0,0.12909944487358072
2742703,00,0,0,1,21,0.016666666666666666,0.0,0.12909944487358066
2849592,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
2474875,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
2847005,00,0,0,1,9,0.03333333333333333,0.0,0.1810203347193924
